track_name,album,album_release,artist,popularity,genres,playlist,duration_sec
Celtic Anthem,Celtic Anthem,25-10-2019,Eastblock Bitches,36,edm,Trance Party 2019 by FUTURE TRANCE,171.429
Do It Right,Do It Right,23-08-2019,Perfect Pitch,45,edm,Trance Party 2019 by FUTURE TRANCE,150.00199999999998
Stars,Stars,03-05-2019,VIZE,72,edm,Trance Party 2019 by FUTURE TRANCE,165.46900000000002
Stay the Whole Night,Stay the Whole Night,08-11-2019,Mashmex,36,edm,Trance Party 2019 by FUTURE TRANCE,202.93400000000003
Lit Bass - Radio Mix,Lit Bass (The Remixes),06-12-2019,Flip Capella,34,edm,Trance Party 2019 by FUTURE TRANCE,190.0429999999
Sunshine,Sunshine,04-10-2019,Arnold Palmer,38,edm,Trance Party 2019 by FUTURE TRANCE,180.9559999999
Never Alone,Never Alone,27-09-2019,Felix Jaehn,67,edm,Trance Party 2019 by FUTURE TRANCE,176.59400000000002
Piece Of Your Heart - Alok Remix,Piece Of Your Heart (Alok Remix),07-06-2019,MEDUZA,77,edm,Trance Party 2019 by FUTURE TRANCE,166.4519999999
Keep On Loving,Keep On Loving,20-09-2019,Topic,51,edm,Trance Party 2019 by FUTURE TRANCE,195.00000000000003
Ring The Alarm,Ring The Alarm,20-09-2019,Jonth,36,edm,Trance Party 2019 by FUTURE TRANCE,157.5
Love On Myself - Keanu Silva Remix,Love On Myself (Keanu Silva Remix),23-08-2019,Felix Jaehn,59,edm,Trance Party 2019 by FUTURE TRANCE,174.612
BALLERN,BALLERN,26-07-2019,Die Atzen,61,edm,Trance Party 2019 by FUTURE TRANCE,145.893
Paralyzed - Steve 80 Remix,Paralyzed (Steve 80 Remix),08-11-2019,KENO,34,edm,Trance Party 2019 by FUTURE TRANCE,161.40699999999998
Someone Like You - Mazza & Tenashar Remix,Someone Like You (Mazza & Tenashar Remix),25-10-2019,Klaas,50,edm,Trance Party 2019 by FUTURE TRANCE,197.2
Monster - Robin Schulz Remix,Monster (Robin Schulz Remix),16-08-2019,LUM!X,71,edm,Trance Party 2019 by FUTURE TRANCE,165.947
Galaxy,Galaxy,16-09-2019,Paul van Dyk,54,edm,Trance Party 2019 by FUTURE TRANCE,236.5219999999
Therapy,Therapy,31-10-2019,Timmy Trumpet,69,edm,Trance Party 2019 by FUTURE TRANCE,150.753
Bang Bang,Bang Bang,27-09-2019,Neelix,56,edm,Trance Party 2019 by FUTURE TRANCE,230.67899999999997
The Boom,The Boom,11-10-2019,ZIGGY X,37,edm,Trance Party 2019 by FUTURE TRANCE,184.5939999999
One Love,One Love,27-09-2019,Rocco,31,edm,Trance Party 2019 by FUTURE TRANCE,232.262
Save You,Save You,20-09-2019,Richard Durand,47,edm,Trance Party 2019 by FUTURE TRANCE,197.871
Ritual - Benny Benassi & BB Team Remix,Ritual (Remixes),02-08-2019,Tiësto,56,edm,Trance Party 2019 by FUTURE TRANCE,185.7649999999
Sunlight in Your Eyes,Sunlight in Your Eyes,09-08-2019,Chavano,43,edm,Trance Party 2019 by FUTURE TRANCE,189.89599999990003
Keep On Rockin',Keep On Rockin',06-09-2019,Da Tweekaz,50,edm,Trance Party 2019 by FUTURE TRANCE,179.636
Tough Love - Tiësto Remix / Radio Edit,Tough Love (Tiësto Remix),14-06-2019,Avicii,68,edm,Trance Party 2019 by FUTURE TRANCE,193.187
God Save the Rave,God Save the Rave,31-05-2019,Scooter,65,edm,Trance Party 2019 by FUTURE TRANCE,192.0
The Wave 2.0,The Wave 2.0,16-08-2019,Cosmic Gate,29,edm,Trance Party 2019 by FUTURE TRANCE,204.923
When We Were Still Young - Averro Remix,When We Were Still Young (Averro Remix),20-09-2019,Klaas,53,edm,Trance Party 2019 by FUTURE TRANCE,172.99999999990004
"Freitag, Samstag","Freitag, Samstag",03-05-2019,Harris & Ford,65,edm,Trance Party 2019 by FUTURE TRANCE,156.356
Darkness,Darkness,16-08-2019,Giorno,38,edm,Trance Party 2019 by FUTURE TRANCE,178.931
The Twenty Five (Official Nature One Anthem 2019),The Twenty Five (Official Nature One Anthem 2019),05-07-2019,Neelix,54,edm,Trance Party 2019 by FUTURE TRANCE,294.857
The Oasis - Radio Edit,The Oasis,14-06-2019,Talla 2XLC,39,edm,Trance Party 2019 by FUTURE TRANCE,209.99999999990004
Tell Me Why - Keanu Silva Remix,Tell Me Why (Keanu Silva Remix),17-05-2019,Sound Of Legend,46,edm,Trance Party 2019 by FUTURE TRANCE,187.175
Heaven - Radio Edit,Heaven,24-05-2019,Steve 80,37,edm,Trance Party 2019 by FUTURE TRANCE,158.698
Listen To Your Momma - Wildstylez Remix,Listen To Your Momma (The Remixes),05-04-2019,Showtek,8,edm,Trance Party 2019 by FUTURE TRANCE,167.2
Rollergirl - Steve 80 Remix,Rollergirl (Remixes),23-08-2019,Sonera,33,edm,Trance Party 2019 by FUTURE TRANCE,170.2339999999
Collide,Collide,15-02-2019,Rocco,37,edm,Trance Party 2019 by FUTURE TRANCE,161.025
Freed from Desire (feat. Indiiana),Freed from Desire (feat. Indiiana),09-11-2018,Drenchill,67,edm,Trance Party 2019 by FUTURE TRANCE,161.45299999999995
The Sound Of E - Jorn van Deynhoven Remix,"A State Of Trance, Ibiza 2018 (Mixed by Armin van Buuren)",10-08-2018,Ultra Shock,20,edm,Trance Party 2019 by FUTURE TRANCE,205.342
Rising Sun - Single Edit,Rising Sun,30-03-2018,Future Trance United,11,edm,Trance Party 2019 by FUTURE TRANCE,175.957
Don't You Worry Child - Radio Edit,Don't You Worry Child,14-09-2012,Swedish House Mafia,77,edm,Trance Party 2019 by FUTURE TRANCE,212.862
Time 2 Wonder - Radio Edit,Time 2 Wonder,2002,DJs@Work,25,edm,Trance Party 2019 by FUTURE TRANCE,205.91999999990006
Rhythm & Drums - The Hitmen Rework Edit,Rhythm & Drums (The Hitmen Rework),07-08-1995,general base,33,edm,Trance Party 2019 by FUTURE TRANCE,188.5709999999
Levels - Radio Edit,Levels,01-01-2011,Avicii,22,edm,Trance Party 2019 by FUTURE TRANCE,199.90400000000002
Sandstorm - Radio Edit,Sandstorm,1999,Darude,57,edm,Trance Party 2019 by FUTURE TRANCE,226.53299999990008
Sinulog Anthem - Original Mix,Sinulog Anthem,15-01-2017,Jenil,36,edm,SINULOG Festival 2020,240.011
Beat Like A Drum,Beat Like A Drum,26-04-2019,Jenil,36,edm,SINULOG Festival 2020,173.35100000000003
Feel Alive - Radio Mix,Feel Alive,30-08-2019,Jenil,34,edm,SINULOG Festival 2020,232.5099999999001
A$IAN BOY,A$IAN BOY,21-06-2019,Chriilz,33,edm,SINULOG Festival 2020,243.2
Ambak,Ambak,16-08-2019,Jenil,28,edm,SINULOG Festival 2020,173.09599999999998
Pintados,Pintados,03-07-2019,Jenil,20,edm,SINULOG Festival 2020,155.6
Aeta,Aeta,28-01-2019,LaCrème,20,edm,SINULOG Festival 2020,191.28600000000003
Get Mad,Get Mad,10-01-2020,Tommy Mc,16,edm,SINULOG Festival 2020,226.4519999999
Future - Short Cut,Future,13-09-2019,Beat Dragons,34,edm,SINULOG Festival 2020,192.197
Bad for Me,Bad for Me,15-11-2019,Catlea,41,edm,SINULOG Festival 2020,189.31
Breathe Away,Breathe Away,05-06-2019,Catlea,35,edm,SINULOG Festival 2020,229.878
Stay,Stay,10-01-2020,Roderic H,33,edm,SINULOG Festival 2020,165.77699999990008
Promise - David Ezra Remix,Promise (David Ezra Remix),05-09-2017,Indigo Blue,19,edm,SINULOG Festival 2020,168.516
Bird of Paradise (Big 8 Edm Remix),Bird of Paradise (Big 8 Edm Remix),27-07-2017,Indigo Blue,18,edm,SINULOG Festival 2020,229.40700000000004
Responsible,Responsible,23-05-2019,Mama Cleo,27,edm,SINULOG Festival 2020,253.753
Our Time,Our Time,10-01-2020,Tess Posner,37,edm,SINULOG Festival 2020,185.854
Distortion,Distortion,06-12-2019,The Kemist,34,edm,SINULOG Festival 2020,209.187
I'm on Fire,I'm on Fire,01-11-2019,ALESSIA RAISI,35,edm,SINULOG Festival 2020,195.91
Love First,Night Days,26-04-2019,YVR,26,edm,SINULOG Festival 2020,207.75900000000001
Sick enough to dance,Talking about a Talk,30-10-2019,the engy,36,edm,SINULOG Festival 2020,193.2329999999
Superpowers,Superpowers,20-12-2019,Dallas,40,edm,SINULOG Festival 2020,169.043
Bigger in the Inside,Bigger on the Inside,01-05-2019,Flylitegemini,29,edm,SINULOG Festival 2020,251.10100000000003
Leave It to the Weather,Leave It to the Weather,14-12-2019,Cabela and Schmitt,33,edm,SINULOG Festival 2020,196.12499999990004
You Again,You Again,13-12-2019,Carly and Martina,45,edm,SINULOG Festival 2020,195.3679999999
Chinook,Stream to Sea,19-12-2019,Jake Kaiser,27,edm,SINULOG Festival 2020,318.689
On the Other Side,On the Other Side,22-11-2019,The Gallerys,26,edm,SINULOG Festival 2020,168.078
Show U,Show U,23-10-2019,RMA,42,edm,SINULOG Festival 2020,184.549
Find You,Find You,13-12-2019,Landon Forbes,50,edm,SINULOG Festival 2020,205.05899999999997
I've Changed,I've Changed,04-10-2019,Asher Knight,42,edm,SINULOG Festival 2020,215.44799999999998
Conflict,Conflict,15-11-2019,Hellcutter,26,edm,SINULOG Festival 2020,221.49500000000003
All Alone,Memorophilia,06-10-2017,Cabela and Schmitt,42,edm,SINULOG Festival 2020,202.99799999990003
Public Enemy,Absinthe EP,20-12-2019,CastNowski,34,edm,SINULOG Festival 2020,262.857
Heroes,Heroes,22-11-2019,Joules,27,edm,SINULOG Festival 2020,263.7029999999
Everything You Do,Everything You Do,23-12-2019,Spectral Knight,22,edm,SINULOG Festival 2020,266.1819999999001
She Could,She Could,16-11-2019,Oreez,18,edm,SINULOG Festival 2020,224.75800000000004
U Know What U Did,U Know What U Did,10-01-2020,Nelson Leeroy,22,edm,SINULOG Festival 2020,156.4799999999
Lemonade,Lemonade,20-12-2019,Alex Zind,52,edm,SINULOG Festival 2020,210.9969999999
What You Say,What You Say,28-12-2019,Cabela and Schmitt,44,edm,SINULOG Festival 2020,244.181
Halfway House - You Never Tell Them Remix,Halfway House (You Never Tell Them Remix),03-01-2020,Hourstone,35,edm,SINULOG Festival 2020,177.5829999999
Hell Yeah,Hell Yeah,16-12-2019,SNADS,35,edm,SINULOG Festival 2020,198.80999999990007
Orchestra (Extended Mix),Orchestra (Extended Mix),09-08-2019,Chris Callovar,15,edm,SINULOG Festival 2020,270.0
Screens,A Post-Apocalyptic Modern Art Gallery,25-10-2019,Løyd,29,edm,SINULOG Festival 2020,260.2799999999
Take on the World,Take on the World,02-08-2019,Jordan Matthew,31,edm,SINULOG Festival 2020,182.0
Flying Whale,Everybody Out !,20-09-2019,Greenish,17,edm,SINULOG Festival 2020,233.341
A Ballad to Stupid Liars,Everybody Out !,20-09-2019,Greenish,13,edm,SINULOG Festival 2020,186.465
Bold,Everybody Out !,20-09-2019,Greenish,13,edm,SINULOG Festival 2020,236.50900000000001
Dropout Joe,Everybody Out !,20-09-2019,Greenish,15,edm,SINULOG Festival 2020,218.27599999999998
Chasing Every Mile,Chasing Every Mile,18-10-2019,Pat Michaels,33,edm,SINULOG Festival 2020,171.83999999990002
I Try,I Try,04-01-2020,Kenza Blanka,29,edm,SINULOG Festival 2020,205.3789999999
Another Day,Rise,19-05-2019,L E O,15,edm,SINULOG Festival 2020,356.25000000000006
Tunisia,Tunisia,03-01-2020,Stefan Bors,39,edm,[EAS]: Festival Big Room,170.15599999999998
We Rise Together,We Rise Together,03-01-2020,Wyko,34,edm,[EAS]: Festival Big Room,160.0
Medicine,Medicine,20-12-2019,Firetek,37,edm,[EAS]: Festival Big Room,177.2359999999
Jolly Roger,Jolly Roger,13-12-2019,NAEMS,27,edm,[EAS]: Festival Big Room,160.976
Carnival - Dimitri Vegas & Like Mike Edit,Carnival (Dimitri Vegas & Like Mike Edit),22-11-2019,Timmy Trumpet,65,edm,[EAS]: Festival Big Room,178.615
Absolute Zero,Absolute Zero,29-11-2019,ZEROFREQ,19,edm,[EAS]: Festival Big Room,201.743
Do Ya Thing,Do Ya Thing,22-09-2019,Agus Zack,9,edm,[EAS]: Festival Big Room,170.987
We Remember,We Remember,29-11-2019,Thomas Gold,37,edm,[EAS]: Festival Big Room,159.524
Feelings,Feelings,29-11-2019,Maydro,26,edm,[EAS]: Festival Big Room,158.682
Mithya - Extended Mix,Mithya,29-11-2019,RKSN,4,edm,[EAS]: Festival Big Room,170.6399999999
Tricky Tricky,Tricky Tricky,11-11-2019,W&W,59,edm,[EAS]: Festival Big Room,162.30200000000002
We Came To Rave,We Came To Rave,21-10-2019,SaberZ,39,edm,[EAS]: Festival Big Room,172.6199999999
Sweet Dreams (9Lives Remix),Sweet Dreams (9Lives Remix),11-10-2019,Besomorph,31,edm,[EAS]: Festival Big Room,148.12
Voices In My Head,Voices In My Head,31-10-2019,NIVIRO,47,edm,[EAS]: Festival Big Room,180.326
Torero,Torero,25-10-2019,Cytrax,18,edm,[EAS]: Festival Big Room,138.829
Apocalypto,Apocalypto,11-10-2019,Wasback,26,edm,[EAS]: Festival Big Room,158.438
Like This,Like This,08-11-2019,Sebastian Park,30,edm,[EAS]: Festival Big Room,199.3549999999
Pop N Rewind,Pop N Rewind,04-11-2019,Marc Benjamin,38,edm,[EAS]: Festival Big Room,141.094
Aether,Aether,30-09-2019,DRIIIFT,7,edm,[EAS]: Festival Big Room,163.125
New World Sound,New World Sound,24-10-2019,Tom & Jame,53,edm,[EAS]: Festival Big Room,139.99999999999997
On The Track,On The Track,18-10-2019,Hanzy,26,edm,[EAS]: Festival Big Room,171.572
Wanted - RetroVision Remix,Wanted (RetroVision Remix),25-10-2019,NOTD,46,edm,[EAS]: Festival Big Room,177.143
Milk It,Milk It,17-05-2019,Rony Rex,46,edm,[EAS]: Festival Big Room,195.635
Lights Go Down,Lights Go Down,18-10-2019,Mike Candys,59,edm,[EAS]: Festival Big Room,155.52
Enemy (feat. MPH),Enemy (feat. MPH),25-10-2019,Deniz Koyu,37,edm,[EAS]: Festival Big Room,189.12
Push,Push,27-09-2019,Steff da Campo,50,edm,[EAS]: Festival Big Room,190.4809999999
Too Much,Too Much,04-10-2019,Curbi,58,edm,[EAS]: Festival Big Room,182.5389999999
Alive,Alive,11-10-2019,Armando,30,edm,[EAS]: Festival Big Room,181.875
Get on Up,Get on Up,09-09-2019,Luis Rodriguez,9,edm,[EAS]: Festival Big Room,171.44299999999998
Mariachi,Mariachi,16-09-2019,Dave Mak,18,edm,[EAS]: Festival Big Room,154.68699999989997
Big White Room - Live,Who You Are (Platinum Edition),01-01-2011,Jessie J,35,edm,Big White Room-Jessie-J,330.83999999990004
Stand Up,Who You Are (Platinum Edition),01-01-2011,Jessie J,24,edm,Big White Room-Jessie-J,207.173
Who You Are,Who You Are (Platinum Edition),01-01-2011,Jessie J,55,edm,Big White Room-Jessie-J,230.773
Who's Laughing Now,Who You Are (Platinum Edition),01-01-2011,Jessie J,39,edm,Big White Room-Jessie-J,234.89300000000003
Nobody's Perfect,Who You Are (Platinum Edition),01-01-2011,Jessie J,40,edm,Big White Room-Jessie-J,259.867
Masterpiece,Sweet Talker,14-10-2014,Jessie J,37,edm,Big White Room-Jessie-J,220.653
She Don't Like The Lights - Acoustic Version,Believe Acoustic,01-01-2013,Justin Bieber,36,edm,Big White Room-Jessie-J,215.81299999989997
Animals - Radio Edit,Animals,06-07-2013,Martin Garrix,0,edm,Big Room House,176.11800000000002
Bailar (feat. Elvis Crespo) - Radio Edit,Good Evening,31-03-2017,Deorro,54,edm,Big Room House,137.661
Bigroom Never Dies - Mix Cut,Hardwell presents Revealed Vol. 9,12-10-2018,Hardwell,38,edm,Big Room House,169.84599999999998
Booyah - Original Mix,Booyah (The Remixes),20-12-2013,Showtek,41,edm,Big Room House,311.0799999999
Fireflies,Fireflies,19-08-2016,Bassjackers,1,edm,Big Room House,184.697
Five More Hours - Deorro x Chris Brown,Good Evening,31-03-2017,Deorro,68,edm,Big Room House,211.975
Frequency - Original Mix,Frequency,27-04-2015,Watermät,13,edm,Big Room House,305.3449999999999
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,I Could Be The One [Avicii vs Nicky Romero],01-01-2012,Avicii,66,edm,Big Room House,208.31599999999997
Karate,Karate,29-12-2014,R3HAB,57,edm,Big Room House,209.99999999990004
Light It Up,Playland #001,02-12-2016,CALVO,55,edm,Big Room House,173.68
Magic,Magic,02-11-2018,KSHMR,55,edm,Big Room House,149.414
Narco,Narco,13-11-2017,Blasterjaxx,62,edm,Big Room House,208.63499999990003
No Sleep (feat. Bonn),No Sleep (feat. Bonn),21-02-2019,Martin Garrix,76,edm,Big Room House,207.095
No Style,No Style,11-02-2019,Bassjackers,41,edm,Big Room House,195.96
One (Your Name) - Radio Edit,One (Your Name),01-01-2010,Swedish House Mafia,60,edm,Big Room House,163.247
Paradise,Paradise,28-09-2018,Nicky Romero,65,edm,Big Room House,215.33599999999998
Reload - Radio Edit,Reload (Remixes),01-01-2013,Sebastian Ingrosso,57,edm,Big Room House,221.28
Runaway (U & I),Pharmacy,05-06-2015,Galantis,74,edm,Big Room House,227.074
Save The World,Save The World,13-05-2011,Swedish House Mafia,67,edm,Big Room House,213.338
Seek Bromance - Avicii’s Vocal Edit,Seek Bromance,24-10-2010,Tim Berg,0,edm,Big Room House,234.56
Shot Me Down (feat. Skylar Grey) - Radio Edit,Listen,21-11-2014,David Guetta,60,edm,Big Room House,191.412
Spectrum (Say My Name) - Calvin Harris Remix,Ceremonials,2011,Florence + The Machine,64,edm,Big Room House,218.19
Summer,Motion,31-10-2014,Calvin Harris,79,edm,Big Room House,222.53299999990003
Sun Is Shining,More Than You Know,28-07-2017,Axwell /\ Ingrosso,71,edm,Big Room House,254.65300000000002
Toulouse - Original Edit,Dance Anthems 2012,01-01-2012,Nicky Romero,4,edm,Big Room House,184.0
Tremor (Sensation 2014 Anthem) - Original Mix,Tremor,05-05-2014,Dimitri Vegas & Like Mike,0,edm,Big Room House,294.375
Tsunami,Tsunami,07-09-2013,DVBBS,34,edm,Big Room House,236.706
Tunnel Vision - Don Diablo Edit,Cluster EP,27-01-2017,Zonderling,3,edm,Big Room House,215.476
Wake Me Up - Radio Edit,TRUE,01-01-2013,Avicii,25,edm,Big Room House,247.42699999990006
Without You (feat. Sandro Cavazza),AVĪCI (01),10-08-2017,Avicii,27,edm,Big Room House,181.673
Klavier - Radio Mix,Klavier,10-12-2018,Starjack,45,edm,ALPAS Music Festival,154.811
Social Media,A Post-Apocalyptic Modern Art Gallery,25-10-2019,Løyd,29,edm,ALPAS Music Festival,215.28
Best Days,Best Days,17-01-2020,Fuzo,1,edm,ALPAS Music Festival,187.61900000000003
Tonight,Tonight,15-02-2017,NEFFEX,44,edm,Epic Bass Drops,205.422
Skybreaker,Skybreaker,01-08-2014,Razihel,0,edm,Epic Bass Drops,307.9839999999
Resistance,Resistance,16-01-2017,Aero Chord,0,edm,Epic Bass Drops,179.0769999999
You & I,You & I,17-11-2016,Geoxor,46,edm,Epic Bass Drops,187.5929999999001
In My Room (feat. Ty Dolla $ign & Tyga),Blood For Mercy,20-11-2015,Mustard,61,edm,Epic Bass Drops,168.6409999999
Freal Luv,Freal Luv,14-10-2016,Far East Movement,0,edm,Epic Bass Drops,190.345
Ain't My Fault - R3hab Remix,Ain't My Fault (R3hab Remix),07-10-2016,Zara Larsson,61,edm,Epic Bass Drops,158.773
Swag I Skogen,Swag I Skogen,01-01-2014,De Vet Du,1,edm,Epic Bass Drops,168.4
BAMF,BAMF,05-10-2016,Pegboard Nerds,0,edm,Epic Bass Drops,241.5
Ongoing Thing,Motifs,16-06-2014,20syl,2,edm,Epic Bass Drops,238.77799999990003
Middle - 4B Remix,Middle (4B Remix),16-10-2015,DJ Snake,0,edm,Epic Bass Drops,175.613
In the Name of Love,In the Name of Love,29-07-2016,Martin Garrix,80,edm,Epic Bass Drops,195.707
Need You,Need You,06-05-2016,Dillon Francis,49,edm,Epic Bass Drops,197.442
Magic,Magic,08-07-2016,Jauz,53,edm,Epic Bass Drops,290.70399999999995
Throwback,Throwback,02-07-2016,Electro-Light,40,edm,Epic Bass Drops,212.80799999989998
Revolusion,Look Like You Love It,01-04-2014,Elliphant,41,edm,Epic Bass Drops,197.68200000000002
You Don't Know Me,You Don't Know Me,18-05-2016,Arman Cekin,44,edm,Epic Bass Drops,202.736
Alone,Alone,13-05-2016,Marshmello,20,edm,Epic Bass Drops,273.80299999999994
Care (Ft. Madi),Care,29-04-2016,R3HAB,1,edm,Epic Bass Drops,189.107
Work - R3hab Remix,Work (Remixes),18-03-2016,Rihanna,2,edm,Epic Bass Drops,219.4
Flash Funk (feat. Marshmello),Warsongs,14-01-2016,League of Legends,2,edm,Epic Bass Drops,221.408
Red Lips (feat. Sam Bruno) - Skrillex Remix,Red Lips (feat. Sam Bruno) [Skrillex Remix],30-11-2015,Good Times Ahead,56,edm,Epic Bass Drops,223.44799999999998
GDFR (feat. Sage the Gemini & Lookas) - K Theory Remix,GDFR (feat. Sage the Gemini & Lookas) [Remixes],21-01-2015,Flo Rida,49,edm,Epic Bass Drops,187.9599999999
Russian Roulette (feat. Charlie Who?),Russian Roulette (feat. Charlie Who?),27-11-2015,Tungevaag,56,edm,Epic Bass Drops,199.61899999999997
Haters (feat. I-Ez),No More Promises EP,18-12-2015,Deorro,37,edm,Epic Bass Drops,247.61700000000002
The Way You Move,No More Promises EP,18-12-2015,Deorro,18,edm,Epic Bass Drops,249.7599999999
Without Love (feat. Miss Palmer),No More Promises EP,18-12-2015,Deorro,21,edm,Epic Bass Drops,315.0
Addicted,Addicted,13-11-2015,Vigiland,3,edm,Epic Bass Drops,210.9379999999001
Dum Dee Dum - JiKay Remix,Dum Dee Dum - The Remixes,11-12-2015,Keys N Krates,0,edm,Epic Bass Drops,182.387
Keep It Mello,Keep It Mello,24-10-2015,Marshmello,0,edm,Epic Bass Drops,246.831
Bring That Beat,Bring That Beat,06-11-2015,Bassjackers,0,edm,Epic Bass Drops,253.13500000000005
Get Low - Original Mix,Get Low,27-10-2014,Dillon Francis,0,edm,Epic Bass Drops,213.861
Moscow - ZAXX Remix,Moscow (ZAXX Remix),28-08-2015,W&W,31,edm,Epic Bass Drops,225.0
I Can Be Somebody (feat. Erin McCarley),I Can Be Somebody (feat. Erin McCarley),14-08-2015,Deorro,55,edm,Epic Bass Drops,277.50000000000006
Bap U,Bap U,07-10-2014,Party Favor,0,edm,Epic Bass Drops,153.69600000000003
Booty Loose (feat. Fly Boi Keno),Booty Loose (feat. Fly Boi Keno),17-07-2015,Party Favor,0,edm,Epic Bass Drops,151.3499999999
Lazer Love - Original Mix,Lazer Love,24-07-2015,KSHMR,0,edm,Epic Bass Drops,249.00000000000003
4U,4U,03-08-2015,Aero Chord,0,edm,Epic Bass Drops,244.444
"Burial (feat. Pusha T, Moody Good, TrollPhace)","Burial (feat. Pusha T, Moody Good, TrollPhace)",06-07-2015,Yogi,54,edm,Epic Bass Drops,226.849
I Can't Take It - Party Favor Remix,I Can't Take It (Party Favor Remix),17-07-2015,Dillon Francis,20,edm,Epic Bass Drops,241.21299999990003
Saiko,Saiko,18-05-2015,Aero Chord,0,edm,Epic Bass Drops,228.75
Titans,Titans,22-06-2015,Razihel,2,edm,Epic Bass Drops,250.34499999989998
Delirious (Boneless) (feat. Kid Ink),Neon Future I,29-09-2014,Steve Aoki,59,edm,Epic Bass Drops,223.41299999999998
Where Are Ü Now (with Justin Bieber) - Marshmello Remix,Where Are Ü Now (with Justin Bieber) [Remixes],16-06-2015,Jack Ü,54,edm,Epic Bass Drops,206.197
FAWL (From Amsterdam With Love) - Radio Edit,FAWL (From Amsterdam With Love),26-06-2015,Alpharock,0,edm,Epic Bass Drops,227.03299999990003
Bruk Bruk (I Need Your Lovin),Bruk Bruk (I Need Your Lovin),29-06-2015,Dillon Francis,33,edm,Epic Bass Drops,192.187
Swamp Thing,Swamp Thing,15-06-2015,Pegboard Nerds,1,edm,Epic Bass Drops,263.111
Alamo - Original Mix,Alamo,08-06-2015,Bassjackers,0,edm,Epic Bass Drops,298.73600000000005
Till It Hurts Ft. Ayden - LNY TNZ Remix,Till It Hurts Ft. Ayden (The Remixes),30-03-2015,Yellow Claw,0,edm,Epic Bass Drops,244.4
Shots & Squats,Shots & Squats,05-06-2015,Vigiland,10,edm,Epic Bass Drops,171.79900000000006
Queens Of Anarchy - Røykenrussen 2015,Queens Of Anarchy (Røykenrussen 2015),28-04-2015,Vigiland,39,edm,Epic Bass Drops,136.875
Pray to God - R3hab Remix,Pray to God (Remixes),26-05-2015,Calvin Harris,33,edm,Epic Bass Drops,271.8670000000001
